sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.4,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2021-03-19 14:41:38.363 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
76, 403366953, 0.5951207, -0.32478994, -0.70019984, -0.22375241, 0.15637815, 0.060138285, -0.022341728
77, 403383620, 0.595337, -0.3246614, -0.7001173, -0.22362213, 0.123826176, 0.0056995805, -0.08142471
78, 403400287, 0.59563816, -0.32442296, -0.7000472, -0.22338532, 0.09668366, -0.052644677, -0.07244587
79, 403416954, 0.5960462, -0.32399365, -0.7000306, -0.22297132, 0.09987542, -0.04389068, 0.036047935
80, 403433621, 0.596481, -0.3234748, -0.700037, -0.22254163, 0.085447215, -0.08444275, 0.046788216
81, 403450288, 0.5969194, -0.32302693, -0.69997525, -0.2222107, 0.16443938, -0.12845501, 0.011979103
82, 403466955, 0.5974018, -0.32265282, -0.69980824, -0.22198346, 0.2592862, -0.107098356, -0.03730774
83, 403483622, 0.5978669, -0.32243925, -0.699534, -0.2219062, 0.29390657, -0.027322559, -0.03418541
84, 403500289, 0.59831375, -0.3223646, -0.6991649, -0.2219734, 0.20012367, -0.10913613, 0.028533936
85, 403516956, 0.59881663, -0.32213613, -0.6988134, -0.22205591, 0.0588304, -0.22589058, 0.107522964
86, 403533623, 0.59940434, -0.32171565, -0.69850516, -0.22205001, 0.15144031, -0.22317702, -0.020367622
87, 403550290, 0.600004, -0.32138813, -0.69810253, -0.2221713, 0.3837579, -0.181538, 0.049235344
88, 403566957, 0.6005592, -0.3213022, -0.697516, -0.22263661, 0.4451636, -0.101821214, 0.01965332
89, 403583624, 0.6010414, -0.32148874, -0.6967818, -0.22336422, 0.3319713, -0.008873129, -0.04677677
90, 403600291, 0.6015651, -0.3217032, -0.6959684, -0.22417966, 0.32763782, -0.15529546, 0.06298542
91, 403616958, 0.60214025, -0.32187653, -0.69507146, -0.22516753, 0.44046044, -0.27787042, 0.079875946
